description,title,url,price,spider,image_urls,server,project,images,location,address,date
"Century 24 Ltd. is delighted to offer this spacious 5 Bedroom House in Lexden Drive. The property is located on a quiet residential street with good access to local shops and transport links. The House has been refurbished to a very high standard, with a mixed contemporary and traditional theme throughout. Benefits include Big Garden, an a new designer fully fitted kitchen leading to the decked garden and lawn area, luxurious modern bathroom with bath tub, beautifully restored fire places, quality hardwood flooring and carpets throughout. Dont delay, call today!  Property features: • Fully Furnished • Big Garden • Five Bedrooms • Three Receptions • On street/residents parking • Fitted Kitchen • Central Heating • Double Glazing • Fireplace • Wood floors • Close to Public transport ","Massive 5 Bedroom House In Goodmayes, Close To Station , 3 Reception",https://www.gumtree.com/p/property-to-rent/massive-5-bedroom-house-in-goodmayes-close-to-station-3-reception/1279668404,[2300.0],manual,https://i.ebayimg.com/00/s/NjEzWDEwMjQ=/z/xDQAAOSw8axaNArq/$_86.JPG,umair-ThinkPad-T420,properties,,,"Romford, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 273126)]"
"Offering high-specification living space, this one bedroom apartment is set in walking distance from Leyton station. ​ KEY FEATURES ​ Bright and modern apartment Located on first floor 24h concierge service and lifts New development Modern Modern fitted wardrobe Private glass balcony Laundry room Fully equipped kitchen/ oven, dishwasher/ Luxury bathroom ​ NEAREST STATIONS Leyton station Zone 3  FURTHER DETAILS Admin fee: Terms & fees may apply Reference: 33205863 ​",1 Bedroom Luxurious Apartment In Leyton £1300.00,https://www.gumtree.com/p/property-to-rent/1-bedroom-luxurious-apartment-in-leyton-%C2%A31300.00/1184881045,[1300.0],manual,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/HvYAAOSwFc5XwD4k/$_86.JPG,umair-ThinkPad-T420,properties,,,"Leyton, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 311664)]"
"Amazing 2 bedroom ground floor flat in Walthamstow for £1350 pcm including council tax 2 Double Bed Rooms 1 Separate Reception Room 1 large Family Size Fitted Kitchen Large Family Size Bathroom with small garden  Please call us for more information and arrange the viewing  Century 24 Properties , 020 8988 1687 , 07517447566&quot;",Very Nice 2 Bed Flat In Walthamstow £1350 With Garden,https://www.gumtree.com/p/property-to-rent/very-nice-2-bed-flat-in-walthamstow-%C2%A31350-with-garden/1116451327,[1350.0],manual,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/klsAAOSwNSxVV10W/$_86.JPG,umair-ThinkPad-T420,properties,,,"Walthamstow, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 337128)]"
"Lovely double room in Leyton just £700 pcm Close to Leyton tube station Close to local shops, Asda 24/7 For professional person.  Call us for viewing on  02089 881 687 07517 447 566 Century24 Properties",Double Room £700 Close To Leyton Tube Station,https://www.gumtree.com/p/property-to-rent/double-room-%C2%A3700-close-to-leyton-tube-station/1084103919,[700.0],manual,https://i.ebayimg.com/00/s/MTAyNFg3NjU=/z/BJoAAOSwDN1UNmkq/$_86.JPG,umair-ThinkPad-T420,properties,,,Leyton,"[datetime.datetime(2017, 12, 28, 17, 20, 18, 515478)]"
"This penthouse apartment is situated in a newly built development of only 14 units very close to London City Airport, it has a security entrance system with exclusive use to the top floor by the residents of just 2 penthouse apartments.  There is an open plan kitchen and lounge with large double glazed door opening onto the roof top terrace with spectacular views of East London. The development is just a few minutes walk from the local DLR station (Zone 3) linking to the Jubilee line and is approximately 3 miles from Canary Wharf.  the kitchen has a good range of matching base and wall unites with integrated appliances such as a fridge freezer, dishwasher and washing machine. There is an oven, hob and extractor fan and laminated flooring.  The lounge is of an excellent size with laminated flooring.  The three bedrooms have carpet as laid with large double glazed windows providing an abundance of natural light.  the bathroom comprises of a 3 piece suite being a panelled bath with an overhead shower and shower screen, a wash hand basin and a low level flush wc, there is an extractor fan and a heated towel rail and ceramic flooring.  there is an additional bathroom with a low level flush wc and a wash hand basin, a heated towel rail and ceramic floor tiles.  there is a really good size hallway which is laminated and the double glazed windows have sound proofing and the apartment also benefits from a built in cooling system. ",3 Bedroom Apartment To Rent William Owston Court Silvertown,https://www.gumtree.com/p/property-to-rent/3-bedroom-apartment-to-rent-william-owston-court-silvertown/1174342344,[2200.0],manual,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/LF4AAOSw-4BXYsrq/$_86.JPG,umair-ThinkPad-T420,properties,,,"South East London, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 676576)]"
"- No Agent Fees - Property Reference Number: 144266 Modern, clean, safe, and well maintained apartment in beautiful Bayswater. Short distance to tube/bus transportation, grocery stores, shopping centre, cafes, restaurants, Kensington Garden Park, and Notting Hill. Summary & Exclusions: - Rent Amount: £1,985.00 per month (£458.08 per week) - Deposit / Bond: £500.00 - 1 Bedrooms - 1 Bathrooms - Property comes furnished - Available to move in from 16 January, 2018 - Minimum tenancy term is 1 months - Maximum number of tenants is 2 - DSS enquiries welcome - Students welcome to enquire - No Pets, sorry - No Smokers - Family Friendly - Bills Included - Property has parking - Property has garden access - EPC Rating: A If calling, please quote reference: 144266 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 144266 Agent: OpenRent Agent Ref: Reference_Number_144266","1 Bedroom Flat In Orsett Terrace, London, W2 (1 Bed)",https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-in-orsett-terrace-london-w2-1-bed-/1280696077,[1985.0],manual,https://i.ebayimg.com/00/s/MzQwWDYyMA==/z/8RcAAOSwUwFaROFo/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 713966)]"
"Leinster Square,Bayswater,W2 ________________________________________ £277.00 Per Week Ref: 967 Property Details  We are happy to offer this brand new double studio apartment situated in a well maintained building Leinster Square, Bayswater, W2  The property consists of:  *Fully furnished and brand new bright Double studio apartment *Situated in a Victorian style building and??Located in a quiet residential street *Double studio with fully fitted kitchen and ensuite shower room and Intercom security system *Superbly located close to everything; numerous pubs, restaurants & shops; Minutes walk away to Hyde Park *Short walk to Bayswater or Queensway tube stations *British Rail services and the Heathrow Express are accessible via nearby Paddington Station *All Bills included * Free WiFi  Available: Now   For more Information’s: Our Website Reference [Ref. Code - 967]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others.  ","Brand New Double Studio Apartment Situated In Leinster Square, Bayswater, W2",https://www.gumtree.com/p/property-to-rent/-brand-new-double-studio-apartment-situated-in-leinster-square-bayswater-w2/1274877767,[277.0],manual,https://i.ebayimg.com/00/s/NjgzWDkwOA==/z/DJwAAOSwPAxaBg-x/$_86.JPG,umair-ThinkPad-T420,properties,,,"Notting Hill, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 729709)]"
"Leinster Square,Bayswater,W2 ________________________________________ £277.00 Per Week Ref: 982 Property Details We are happy to offer this brand new double studio apartment situated in a well maintained building Leinster Square, Bayswater, W2 The property consists of: *Fully furnished and brand new bright Double studio apartment *Situated in a Victorian style building and??Located in a quiet residential street *Double studio with fully fitted kitchen and ensuite shower room and Intercom security system *Superbly located close to everything; numerous pubs, restaurants & shops; Minutes walk away to Hyde Park *Short walk to Bayswater or Queensway tube stations *British Rail services and the Heathrow Express are accessible via nearby Paddington Station *All Bills included  * Free WiFi  Available :Now  For more Information’s: Our Website Reference [Ref. Code - 982]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others.  ","Double Studio Apartment Situated In A Well Maintained Building Leinster Square, Bayswater, W2",https://www.gumtree.com/p/property-to-rent/double-studio-apartment-situated-in-a-well-maintained-building-leinster-square-bayswater-w2/1280202737,[277.0],manual,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/26AAAOSwB3BaOnNp/$_86.JPG,umair-ThinkPad-T420,properties,,,"Notting Hill, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 755300)]"
"Gloucester Terrace,Lancaster Gate,W2 ________________________________________ £325.00 Per Week Ref: 848 Property Details Happy to offer this spacious 1 bedroom flat in this period conversion property in Gloucester Terrace, Lancaster Gate, W2 The property consists of: * Fully furnished and newly refurbished large 1 bedroom flat * Large and bright lounge with high ceilings * Separate fully fitted kitchen and large double bedroom * Lots of storage, amazingly quiet building in the heart Lancaster gate * The location is ideal - as well as restaurants and a corner shop being literally next door, we are just across the road from Lancaster Gate station and Hyde Park,Paddington is 5 minutes' walk, with Edgware Road, Oxford Street and Queensway nearby * Gas included (heating and hot water)  Available : Now  For more Information’s: Our Website Reference [Ref. Code - 848]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others. ","1 Bedroom Flat In This Period Conversion Property In Gloucester Terrace, Lancaster Gate, W2",https://www.gumtree.com/p/property-to-rent/-1-bedroom-flat-in-this-period-conversion-property-in-gloucester-terrace-lancaster-gate-w2/1276483402,[325.0],manual,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/u98AAOSwKQ9aFDfY/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 772047)]"
"Leinster Square,Bayswater,W2 ________________________________________ £323.00 Per Week Ref: 966 Property Details We are happy to offer this brand new large double studio apartment situated in a well maintained building Leinster Square, Bayswater, W2 The property consists of: *Fully furnished and brand new bright large Double studio apartment *Situated in a Victorian style building and??Located in a quiet residential street *Double studio with fully fitted kitchen and ensuite shower room and Intercom security system *Superbly located close to everything; numerous pubs, restaurants & shops; Minutes walk away to Hyde Park *Short walk to Bayswater or Queensway tube stations *British Rail services and the Heathrow Express are accessible via nearby Paddington Station *All Bills included * Free WiFi  Available: Now  For more Information’s: Our Website Reference [Ref. Code - 966]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others.  ","Large Double Studio Apartment Situated In A Well Maintained Building Leinster Square, Bayswater, W2",https://www.gumtree.com/p/property-to-rent/large-double-studio-apartment-situated-in-a-well-maintained-building-leinster-square-bayswater-w2/1274876959,[323.0],manual,https://i.ebayimg.com/00/s/NjgzWDkwOA==/z/eXIAAOSwK~RaBg3l/$_86.JPG,umair-ThinkPad-T420,properties,,,"Notting Hill, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 804834)]"
I do daily commute to Liverpool street station. I am looking for a private parking space. I will only be using five days a week from 8.30 am to 7.30 pm. Not on the weekend. I can pay up to £480 a year which is £40 a month paid monthly or weekly. If you have a driveway within five minutes walk to any central line stations. please send me details. Many thanks.,Parking Near Any West London Tube Station,https://www.gumtree.com/p/property-to-rent/parking-near-any-west-london-tube-station/1280790759,[40.0],manual,https://www.gumtree.com/p/property-to-rent/parking-near-any-west-london-tube-station/1280790759,umair-ThinkPad-T420,properties,,,"Acton, London","[datetime.datetime(2017, 12, 28, 17, 20, 18, 823637)]"
"A room is available for rent in a 2 bedroom flat 1-minute walk from the Royal Mile. The flat is well equipped (Internet, washine machine, all kitchen utilities etc.) You will be sharing with a postgraduate student. Available to rent per day or per week - £25/day or £150/week. We are happy to send pictures of the room and the flat.","Short Term Room, 30 Dec - 12 Jan, Royal Mile",https://www.gumtree.com/p/property-to-rent/short-term-room-30-dec-12-jan-royal-mile/1280790763,[150.0],manual,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"Royal Mile, Edinburgh","[datetime.datetime(2017, 12, 28, 17, 20, 19, 40732)]"
" Caledonian Road ,Islington,N1 ________________________________________ £500.00 Per Week Ref: 977 Property Description:  We are happy to offer this beautiful and bright 4 bed apartment in Caledonian Rd , Islington, N1  The property consists of:  *4 bed apartment *Open plan lounge with a fitted kitchen and separate bathroom *Further benefits include wood floors, double glazed windows *The flats is offered in good condition and within a short walk of Caledonian Road station and all the local amenities offered by Angel and Islington. *The property are within easy commute of central London, the West End.   Available From : 3rd January 2018  For more Information’s: Our Website Reference [Ref. Code – 977]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others. ","We Are Happy To Offer This Beautiful And Bright 4 Bed Apartment In Caledonian Rd , Islington, N1",https://www.gumtree.com/p/property-to-rent/we-are-happy-to-offer-this-beautiful-and-bright-4-bed-apartment-in-caledonian-rd-islington-n1/1276517850,[500.0],manual,https://i.ebayimg.com/00/s/NTgyWDgwMA==/z/M4oAAOSw9mpaFG6z/$_86.JPG,umair-ThinkPad-T420,properties,,,"Islington, London","[datetime.datetime(2017, 12, 28, 17, 20, 19, 191061)]"
"Queensdale Road,Holland Park,W11 ________________________________________ £346.00 Per Week Ref: 312 Property Details We are happy to offer this beautiful and bright one bed apartment in Queensdale Road, Holland Park, W11  The property consists of: * Double bedroom with large lounge, separated kitchen and bathroom * Access to communal patio * Queensdale Road runs from Princedale Road along the northern edge of Norland Square, crossing Addison Avenue, in the heart of Holland Park. It is a short walk to either Holland Park tube (Central) or Shepherds Bush Market (Hammersmith & City) tube, and the delights of the Westfield Centre with its shops, cinema and restaurants. * Notting Hill is also nearby. The M4/M40 corridor is easily accessed. * All bills included  Available From: 16th December 2017  For more Information’s: Our Website Reference [Ref. Code - 312]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others. ","Bright One Bed Apartment In Queensdale Road, Holland Park, W11",https://www.gumtree.com/p/property-to-rent/bright-one-bed-apartment-in-queensdale-road-holland-park-w11/1278348181,[346.0],manual,https://i.ebayimg.com/00/s/NTc4WDk3MQ==/z/plkAAOSweExaJnqN/$_86.JPG,umair-ThinkPad-T420,properties,,,"Shepherds Bush, London","[datetime.datetime(2017, 12, 28, 17, 20, 19, 318340)]"
"Carleton Road,Camden,N7 ________________________________________ £170.00 Per Week Ref: 104 Property Details  We are happy to offer this beautiful and bright Large DOUBLE BEDSIT in Carleton Road, Camden, N7 The property consists of: * Beautifully presented large double BEDSIT with shared toilet * The property is newly refurbished and comes fully furnished * Open plan lounge with a fitted kitchen * The flats is offered in good condition and within a short walk of Tufnell Park Tube ( Northern Line ) and all the local amenities offered by Holloway Road and Camden Town. * The property is within easy commute of central London, the West End. * The rent includes Gas and water bills  Available From :21st December 2017  For more Information’s: Our Website Reference [Ref. Code - 104]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others.  ","We Are Happy To Offer This Beautiful And Bright Large Double Bedsit In Carleton Road, Camden, N7",https://www.gumtree.com/p/property-to-rent/we-are-happy-to-offer-this-beautiful-and-bright-large-double-bedsit-in-carleton-road-camden-n7/1276630248,[170.0],manual,https://i.ebayimg.com/00/s/NDQ4WDI1Mg==/z/4AwAAOSw401aFZYt/$_86.JPG,umair-ThinkPad-T420,properties,,,"Islington, London","[datetime.datetime(2017, 12, 28, 17, 20, 19, 338616)]"
"Hanbury Street,Spitalfields,E1 ________________________________________ £410.00 Per Week Ref: 166 Property Details Happy to offer a spacious brand new one bedroom apartment, Hanbury Street, Spitalfields, E1  The property consists of: * Fantastic location! We are pleased to offer this brand new 1 bedroom to the market which is located moments from Brick Lane. * The property offers generous sized bright bedroom, large lounge and bathroom. * The property comes furnished * This property is situated in one of the most sight after locations of Shoreditch and Spitalfields. * Benefitting from easy access to the City and to all the local amenities. Bars, Restaurants and Coffee shops are all within walking distance.  Available From: 2nd January 2018  For more Information’s: Our Website Reference [Ref. Code - 166]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046   Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others. ","Happy To Offer A Spacious Brand New One Bedroom Apartment, Hanbury Street, Spitalfields, E1",https://www.gumtree.com/p/property-to-rent/happy-to-offer-a-spacious-brand-new-one-bedroom-apartment-hanbury-street-spitalfields-e1/1277466289,[410.0],manual,https://i.ebayimg.com/00/s/NTU2WDgwMA==/z/w3IAAOSwySlaHXSg/$_86.JPG,umair-ThinkPad-T420,properties,,,"Brick Lane, London","[datetime.datetime(2017, 12, 28, 17, 20, 19, 359026)]"
"Caledonian Road,Islington,N1 ________________________________________ £380.00 Per Week Ref: 723 Property Details We are happy to offer this spacious 2 bed apartment in Caledonian Road, Islington, London N1  The property consists of: *Newly refurbished large two bed apartment *Internally the property features two double bedrooms, large and bright lounge, separate fully fitted kitchen, shower room and private large terrace. *Close to transport links of London Kings Cross and the amenities of Caledonian Road. *The nearest train station is Caledonian road (Piccadilly Line) Kings Cross is a short distance away and is within easy access to Barnsbury and Islington  Available From: 7th Jan 2018    For more Information’s: Our Website Reference [Ref. Code - 723]  MUST SEE - Call/Email NOW to arrange a viewing.  Contact Cool Cribs Estate Agents:-  Tel: 02081236030 Mob: 07535155046  Please contact Cool Cribs Estate Agents to find out about similar or different apartments available in this development or others.    ","Spacious 2 Bed Apartment In Caledonian Road, Islington, London N1",https://www.gumtree.com/p/property-to-rent/spacious-2-bed-apartment-in-caledonian-road-islington-london-n1/1277873155,[380.0],manual,https://i.ebayimg.com/00/s/NDY2WDgwMA==/z/WgsAAOSwpvZaIZqp/$_86.JPG,umair-ThinkPad-T420,properties,,,"Islington, London","[datetime.datetime(2017, 12, 28, 17, 20, 19, 372979)]"
"Room Only (Shared Flat) - No Agent Fees - Property Reference Number: 323018 Close to Aberdeen University with really good transport links. Very nice clean double bedroom to rent in a 2 bedroom flat sharing with a professional lady. Must be a woman to share this flat. The room has a double bed and a large wardrobe and a desk and chair and a fridge. The very new bathroom and fully equipped new kitchen are very modern. Must be seen to be fully appreciated. Summary & Exclusions: - Rent Amount: £400.00 per month (£92.31 per week) - Deposit / Bond: £400.00 - 2 Bedrooms - 1 Bathrooms - Property comes furnished - Available to move in fromFebruary, 2018 - Minimum tenancy term is 6 months - Maximum number of tenants is 1 - No DSS / Housing Benefit Applicants - Students welcome to enquire - No Pets, sorry - No Smokers - Not Suitable for Families / Children - Bills Included - Property has parking - No Garden Access - EPC Rating: A If calling, please quote reference: 323018 Fees: You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 323018 Agent: OpenRent Agent Ref: Reference_Number_323018","1 Bedroom In Regent Court, Aberdeen, Ab24",https://www.gumtree.com/p/property-to-rent/1-bedroom-in-regent-court-aberdeen-ab24/1280696097,[400.0],manual,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/0zEAAOSwonBaROFx/$_86.JPG,umair-ThinkPad-T420,properties,,,Aberdeen,"[datetime.datetime(2017, 12, 28, 17, 20, 19, 392647)]"
