description,title,url,price,spider,image_urls,server,project,images,location,address,date
3 Bedroom House Available in Churchill Road Bordesley Green  The Property Consist of 3 Bedrooms 2 Reception rooms Bathroom Kitchen Front and back Garden  for more details contact us on the number above ,3 Bedroom House Available In Bordesley Green,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-available-in-bordesley-green/1272471252,[600.0],easy,https://i.ebayimg.com/00/s/NzA5WDg2NQ==/z/xLAAAOSwWflZ8L14/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 8, 954679)]"
,,https://www.gumtree.com/flats-houses,,easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,,"[datetime.datetime(2017, 12, 28, 18, 18, 9, 43846)]"
Small Studio Flat Available in Bordesley Green  The Property consists of 1 Bedroom 1 Shower Room 1 Kitchen and living room  Price £500 PCM inc (Water and Gas Bills)  For more details contact the number above,Studio Flat Available In Bordesley Green- £550 Pcm Inc Water & Gas,https://www.gumtree.com/p/property-to-rent/studio-flat-available-in-bordesley-green-%C2%A3550-pcm-inc-water-gas-/1271326197,[550.0],easy,https://i.ebayimg.com/00/s/NzE5WDg2MQ==/z/1r8AAOSwvD5Z52BB/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 79029)]"
"- No Agent Fees - Property Reference Number: 320973 Managed by a private Landlord, no agency fees. 2 Bed West Didsbury Apartment Free from Jan 2018 £1000.00pm 1st floor apartment High ceilings and big Victorian windows Modern Worcester Boiler - Full service Kitchen - Dishwasher, Washer/Dryer, Fridge/Freezer,Oven,Microwave Jacuzzi Bathroom suite & Power Shower WIFI - fibreoptic 80gb next to BT exchange Telephone x2 private car park spaces of main road Large shared gardens Furnished/ negotiable Next to tram stop Summary & Exclusions: - Rent Amount: £1,000.00 per month (£230.77 per week) - Deposit / Bond: £2,000.00 - 2 Bedrooms - 1 Bathrooms - Property comes furnished - Available to move in from 14 January, 2018 - Minimum tenancy term is 12 months - Maximum number of tenants is 2 - No DSS / Housing Benefit Applicants - Students welcome to enquire - No Pets, sorry - No Smokers - Not Suitable for Families / Children - Bills not included - Property has parking - Property has garden access If calling, please quote reference: 320973 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 320973 Agent: OpenRent Agent Ref: Reference_Number_320973","2 Bedroom Flat In Palatine Mansions, Manchester, M20 (2 Bed)",https://www.gumtree.com/p/property-to-rent/2-bedroom-flat-in-palatine-mansions-manchester-m20-2-bed-/1280207307,[1000.0],easy,https://i.ebayimg.com/00/s/NDM3WDU4Mw==/z/DUUAAOSwjyhaOn1W/$_86.JPG,umair-ThinkPad-T420,properties,,,"Didsbury, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 9, 216811)]"
"- No Agent Fees - Property Reference Number: 320691 Recently renovated to the highest standard, this three bedroom house is available to rent from the beginning of February. On the ground floor the property comprises a cosy reception room with a working wood burner and a spacious kitchen / diner with french doors leading to a well maintained rear garden. The first floor consists of two double bedrooms and a family bathroom while the second floor houses a second modern style shower room and a master bedroom with Juliette balcony. Further benefits of this house include solid oak wooden flooring, gas central heating throughout, close proximity to various transport links, free parking on the road outside (no permit required) and it is in the catchment area for multiple local schools including Trafalgar, Archdeacon church of England and St James's Roman Catholic School. Available either unfurnished or part furnished. As this property is offered through Open Rent there are no tenancy admin / setup fees to pay. Summary & Exclusions: - Rent Amount: £1,925.00 per month (£444.23 per week) - Deposit / Bond: £2,887.50 - 3 Bedrooms - 2 Bathrooms - Property comes furnished or unfurnished (tenant can decide) - Available to move in from 26 January, 2018 - Minimum tenancy term is 12 months - Maximum number of tenants is 5 - No DSS / Housing Benefit Applicants - Students welcome to enquire - Pets considered / by arrangement - Smokers considered - Family Friendly - Bills not included - No Parking Available - Property has garden access - Property has fireplace - EPC Rating: D If calling, please quote reference: 320691 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 320691 Agent: OpenRent Agent Ref: Reference_Number_320691","3 Bedroom House In Chestnut Road, Twickenham, Tw2 (3 Bed)",https://www.gumtree.com/p/property-to-rent/3-bedroom-house-in-chestnut-road-twickenham-tw2-3-bed-/1280188700,[1925.0],easy,https://i.ebayimg.com/00/s/NDgwWDcyMA==/z/bcAAAOSwdnZaO6us/$_86.JPG,umair-ThinkPad-T420,properties,,,"Twickenham, London","[datetime.datetime(2017, 12, 28, 18, 18, 9, 246423)]"
"Three Bedroom House Available now in Belchers Lane  the property has 3 Bedroom, 2 Reception with large drive  for more details call on the number above",3 Bed House Bordesley Green,https://www.gumtree.com/p/property-to-rent/3-bed-house-bordesley-green/1272290445,[700.0],easy,https://i.ebayimg.com/00/s/NzI3WDg3MQ==/z/7JYAAOSw0ehZ70ph/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 263475)]"
5 bedroom house at Forest gate  Very good location  All amenities near   Train station and bus stop few mins walk  5 big room  Nice and clean kitchen.  Nice and clean bathroom  Please call us to book view  02082570710   07429148981  Ale estate,Amazing 5 Bedroom House Ready To Move In Forest Gate,https://www.gumtree.com/p/property-to-rent/amazing-5-bedroom-house-ready-to-move-in-forest-gate/1279653464,[2200.0],easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 9, 290258)]"
"This stunning two bedroom third floor flat offers beautifully presented, modern living space and benefits from lift and porter services in a superb location.    Superb two bedroom flat arranged on the third floor Generous reception room with ample space to dine Modern, open-plan kitchen with integrated appliances Spacious master bedroom with walk-in-wardrobe and en suite Good-sized and well presented second bedroom Smart shower room Situated in the heart of Mayfair  ","2 Bed Flat To Rent Hertford Street, Mayfair, W1J 7Rb",https://www.gumtree.com/p/property-to-rent/2-bed-flat-to-rent-hertford-street-mayfair-w1j-7rb/1280799058,[1221.0],easy,https://i.ebayimg.com/00/s/Njc4WDEwMjQ=/z/4PMAAOSwEEBaRO4v/$_86.JPG,umair-ThinkPad-T420,properties,,,"Westminster, London","[datetime.datetime(2017, 12, 28, 18, 18, 9, 306395)]"
"3 Bedroom House available in Hall Green  The property consist of 3 Bedroom, 2 reception rooms, kitchen , bathroom front and back garden  for further information contact us on the number above",3 Bed House Available In Hall Green,https://www.gumtree.com/p/property-to-rent/3-bed-house-available-in-hall-green/1271499546,[1000.0],easy,https://i.ebayimg.com/00/s/Mjg4WDU5MA==/z/Q9oAAOSwoVNZ6MAs/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 499790)]"
"Two Bedroom House available in The Ring  the Property Consists of 2 Bedrooms, 1 reception, Kitchen , upstairs Bathroom and drive to park 4 cars  for more details contact us on the number above",2 Bedroom House Available In Yardley,https://www.gumtree.com/p/property-to-rent/2-bedroom-house-available-in-yardley-/1271512572,[650.0],easy,https://i.ebayimg.com/00/s/NzMwWDEwMjQ=/z/d0IAAOSwc6pZ6NBL/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 534224)]"
"3 Bedroom House available in Wood style Way  The Property consists of three Bedrooms, 2 reception rooms and has downstairs kitchen and garden and off road parking.  For more details contact the number above",3 Bedroom House Available In Shard End,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-available-in-shard-end/1272268827,[900.0],easy,https://i.ebayimg.com/00/s/Njc3WDg2Mw==/z/634AAOSwySlZ7y~V/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 560196)]"
Large Studio Flat available in Bordesley Green  The Property consists of 1 Bedroom Shower room small storage room kitchen and living room  Price £575 inc (water and gas bills)  for further information contact us on the number above,Large Studio Flat Available In Bordesley Green £575 Pm,https://www.gumtree.com/p/property-to-rent/large-studio-flat-available-in-bordesley-green-%C2%A3575-pm-/1271325303,[575.0],easy,https://i.ebayimg.com/00/s/NzE5WDg2MQ==/z/aPgAAOSw3WxZ518g/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 757865)]"
"very nice condition house located minutes away from woodstreet station, in a nice and quiet area in upper walthamstow",3 Bedroom House 2 Receptions,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-2-receptions/1265867174,[1800.0],easy,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-2-receptions/1265867174,umair-ThinkPad-T420,properties,,,"Walthamstow, London","[datetime.datetime(2017, 12, 28, 18, 18, 9, 881508)]"
A STUNNING 4 BEDROOM PROPERTY AVAILABLE PARKING AVAILABLE SHARED ACCOMODATION TWO BATHROOMS FREE WIFI A VIEWING IS HIGHLY RECOMMENDED,Stunning En-Suite Rooms Available Now In Solihull!,https://www.gumtree.com/p/property-to-rent/stunning-en-suite-rooms-available-now-in-solihull-/1270971100,[595.0],easy,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/CrAAAOSw1mhZ5Mnj/$_86.JPG,umair-ThinkPad-T420,properties,,,"Solihull, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 903887)]"
"3 Bed House Available in Fordrough Ave  The Property consist of 3 Bedrooms, 2 reception rooms, Bathroom and Kitchen  For further information contact us on the number above ",3 Bedroom House Available In Bordesley Green,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-available-in-bordesley-green-/1271584906,[650.0],easy,https://i.ebayimg.com/00/s/Njk3WDEwMjQ=/z/h8AAAOSwIFtZ6cbl/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 9, 918538)]"
"Room Only (Shared House) - No Agent Fees - Property Reference Number: 321880 Coming up studio room within a shared house for one person. This is perfect for someone who is looking for more privacy and comfort than a room but doesn't want the hassle of bills or loose the social part of the share house. Our studio rooms come with: Ensuite bathrooms Small kitchenette with fridge / freezer, microwave, kettle etc to make your sandwich or cup of tea Full size shared kitchen / dinner Furnished or unfurnished we are flexible Fast Broadband Free car park Garden All bills included This is not or you if you are looking for fully self contained flat Summary & Exclusions: - Rent Amount: £476.00 per month (£109.85 per week) - Deposit / Bond: £476.00 - 1 Bedrooms - 1 Bathrooms - Property comes furnished or unfurnished (tenant can decide) - Available to move in from 28 December, 2017 - Minimum tenancy term is 1 months - Maximum number of tenants is 1 - No DSS / Housing Benefit Applicants - Students welcome to enquire - No Pets, sorry - Smokers considered - Family Friendly - Bills Included - Property has parking - Property has garden access If calling, please quote reference: 321880 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321880 Agent: OpenRent Agent Ref: Reference_Number_321880","1 Bedroom In Blenheim Walk, Corby, Nn18",https://www.gumtree.com/p/property-to-rent/1-bedroom-in-blenheim-walk-corby-nn18/1280189075,[476.0],easy,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/VYEAAOSwm3paO7et/$_86.JPG,umair-ThinkPad-T420,properties,,,"Corby, Northamptonshire","[datetime.datetime(2017, 12, 28, 18, 18, 9, 940641)]"
"3 Bedroom House available in fifth avenue  The property is a 3 bedroom, 2 reception room property with downstairs bathroom and kitchen with front and back garden  For more details contact us on the number above",3 Bedroom House Available In Bordesley Green,https://www.gumtree.com/p/property-to-rent/3-bedroom-house-available-in-bordesley-green-/1272454242,[650.0],easy,https://i.ebayimg.com/00/s/NjIyWDEwMjQ=/z/wXwAAOSwvApZ8Kmj/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 10, 214664)]"
3 Bedroom House Available in Richmond Road Stechford  The property consists of  3 Bedroom 1 Reception Room conservatory Big Kitchen Front and back Garden loft which can be used as forth bedroom  for more details contact us on the number above,3 Bed House Available In Stechford,https://www.gumtree.com/p/property-to-rent/3-bed-house-available-in-stechford/1272464855,[700.0],easy,https://i.ebayimg.com/00/s/NjE2WDEwMjQ=/z/D~gAAOSweM1Z8LWi/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 10, 258194)]"
"A four bedroom property located in rusholme near all local transport links 10 minutes from the city.  This property comprises of a large lounge, kitchen and first floor bathroom.  Furnished property with wifi, clean and tidy a viewing is highly recommended  Thanks",Four Bedroom Property In Rusholme Available Now,https://www.gumtree.com/p/property-to-rent/four-bedroom-property-in-rusholme-available-now-/1276494053,[85.0],easy,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/yT0AAOSwSutaFEck/$_86.JPG,umair-ThinkPad-T420,properties,,,"Rusholme, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 10, 277302)]"
1Double room available in a 3 bed house.  very close to the famous curry mile it's approximately 10 minutes walk and 15 minutes walk from the university of manchester.  £400.00pcm bills and wifi included    ,Room To Rent In Shared House,https://www.gumtree.com/p/property-to-rent/room-to-rent-in-shared-house-/1277456072,[400.0],easy,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/kB8AAOSwLYBaHWPV/$_86.JPG,umair-ThinkPad-T420,properties,,,"Oxford Road, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 10, 305331)]"
"3 bed semi in village just outside St neots, close to buckden and Godmanchester, sought after area. Looking for fulbourn, bottisham, Wilbraham, fen Ditton, Lode area, or people in those areas wanting cambourne, Trumpington, Cambridge itself or st neots town. happy to multiswap. My house has right to buy and make alterations, double parking, large gardens, decking and play house being left for next tenant, non estate, lovely outlook over a private field, large living room, good size kitchen and dining room, 2 double bedrooms and one single. Looking for a 3 bed",Large 3 Bed Semi Near St Neots/Huntingdon,https://www.gumtree.com/p/home-swap/large-3-bed-semi-near-st-neots-huntingdon/1280798940,,easy,https://www.gumtree.com/p/home-swap/large-3-bed-semi-near-st-neots-huntingdon/1280798940,umair-ThinkPad-T420,properties,,,"St Neots, Cambridgeshire","[datetime.datetime(2017, 12, 28, 18, 18, 10, 591445)]"
"Everest are pleased to offer to the rental market, This Spacious 1 bed First Floor Flat with 1 Receptions and 1 Bathroom in Dagenham.Close to public transport, Double Glazed, Fitted Kitchen, Fully Furnished, Open Plan Kitchen/Lounge, Shops and amenities nearby, Wooden Flooring.  This property is located on Boulton Road and within walking distance of Chadwell Heath Station – 20 Mins and all amenities are nearby, including local Church, Parks, Primary, Secondary Schools.  The Property Comprises of;  Open Plan Kitchen/Lounge Double Bedroom Bathroom Laminated Flooring throughout  This property is ideal for couples, friends or family and Professionals or Dss Welcome, who want to enjoy life away from city but can travel there within 40 Mins.  Please note: There will a charge of 4 week rent as deposit and agency fee of 2 weeks rent.  Can’t find what you’re looking for; why not give us a call. We are members of National Association of Estate Agents (NAEA), Association of Residential Letting Agents (ARLA), National Approved Letting Scheme (nals) and SafeAgent. We also specialise in lettings and have an extensive range of properties, available to suits all your requirements, which range from single room to 10 bedroom houses.  For Further information or to arrange a viewing please do not hesitate to contact us.","1 Bedroom Flat To Rent On Boulton, Dss Welcome With Or Without Guarantor",https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-to-rent-on-boulton-dss-welcome-with-or-without-guarantor/1280798920,[1050.0],easy,https://i.ebayimg.com/00/s/NjY0WDEwMDA=/z/-RAAAOSwPpZaRO5V/$_86.JPG,umair-ThinkPad-T420,properties,,,"Dagenham, London","[datetime.datetime(2017, 12, 28, 18, 18, 10, 630437)]"
"3 Bed house Available in Sparkhill  The property consist of 3 Bedroom, 2 receptions room, kitchen, bathroom and front and back garden. the Property The been recently refurbished.  For further information contact us on the number above",Three Bed House Available In Sparkhill,https://www.gumtree.com/p/property-to-rent/three-bed-house-available-in-sparkhill/1271498421,[900.0],easy,https://i.ebayimg.com/00/s/Mjg4WDU5MA==/z/oGEAAOSwSrNZ6L5v/$_86.JPG,umair-ThinkPad-T420,properties,,,"Small Heath, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 10, 654643)]"
"- No Agent Fees - Property Reference Number: 321194 Immaculate modern 3 bedroomed semi- detached house in highly desirable well regarded village of Healing. Property has the benefit of two allocated parking spaces, south westerly enclosed rear garden and maintained community green to the front. Built only three years ago the house is finished to an exceptionally high standard and neutrally decorated throughout. Accommodation comprises of tiled entrance hallway, modern fully fitted kitchen diner with electric hob and multi-functional oven, plumbing for washing machine, space for fridge/freezer and ample space for dining table.  The large lounge is spacious and light with patio doors giving access to rear garden. There is also a downstairs WC. Upstairs there are three double bedrooms and a fully tiled bathroom with electric shower and vanity unit. Outside there is a full width paved patio area, garden laid to lawn, garden shed and electric lighting. The house benefits from GCH, uPVC double glazing, burglar alarm, solar panels and carpets/tiles throughout.There is a working aerial and satellite dish with TV points located in lounge, kitchen diner and master bedroom. The property falls in the catchment area of highly regarded outstanding Healing Science Academy. Council Tax Band C. Low energy bills due to solar energy. Sorry no DSS, no smokers or pets. Rent £710 pcm Deposit £1100. Summary & Exclusions: - Rent Amount: £710.00 per month (£163.85 per week) - Deposit / Bond: £1,100.00 - 3 Bedrooms - 2 Bathrooms - Property comes unfurnished - Available to move in from 19 January, 2018 - Minimum tenancy term is 12 months - Maximum number of tenants is 5 - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: B If calling, please quote reference: 321194 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321194 Agent: OpenRent Agent Ref: Reference_Number_321194","3 Bedroom House In Quantock Gardens, Grimsby, Dn41 (3 Bed)",https://www.gumtree.com/p/property-to-rent/3-bedroom-house-in-quantock-gardens-grimsby-dn41-3-bed-/1280207262,[710.0],easy,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/0csAAOSwhpZaOn08/$_86.JPG,umair-ThinkPad-T420,properties,,,"Healing, Lincolnshire","[datetime.datetime(2017, 12, 28, 18, 18, 10, 677185)]"
"Affitto present this THREE BEDROOM family home close to all local amenities and with excellent access to M6 M5 Motorways and Black Country Route. The Property, which has been fully refurbished throughout, comprises of an entrance, lounge, newly fitted kitchen with ample storage units, work surfaces, stainless steel sink and is partially wall tiled. On the first floor, newly fitted bathroom with three piece bathroom suite and shower hose. Also on the first floor you will find two double bedrooms and one single. The property has undergone complete refurbishment and further benefits from brand new carpets throughout. Sorry No Housing Benefit applicants The property is available to view and move in now - call now to arrange an appointment. Agent: Affittoea Limited Agent Ref: AFFITTOEALIMITED_AFF1558","3 Bedroom House In Chatsworth Close, Willenhall",https://www.gumtree.com/p/property-to-rent/3-bedroom-house-in-chatsworth-close-willenhall/1273654120,[595.0],easy,https://i.ebayimg.com/00/s/NjY3WDEwMDA=/z/HKoAAOSwUwFaRO61/$_86.JPG,umair-ThinkPad-T420,properties,,,"Willenhall, West Midlands","[datetime.datetime(2017, 12, 28, 18, 18, 10, 719829)]"
Looking for a semi rural property within easy commute to Dunfermline Must have at least 3 bedrooms Accept a small dog Looking for a very long term rental no more than £650 per month Work and existing landlord references available,Propert Wanted,https://www.gumtree.com/p/property-wanted/propert-wanted/1280798955,,easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"Dunfermline, Fife","[datetime.datetime(2017, 12, 28, 18, 18, 10, 903969)]"
"DOUBLE ROOM close to North Harrow Tube Station £500 PCM SINGLE PERSON £600 PCM COUPLES All Bills Included FANTASTIC DOUBLE ROOM AVAILABLE IN THE WONDERFUL AREA OF NORTH HARROW. House LARGE GARDEN / Parking available KITCHEN WITH APPLIANCES, SEPARATE BATHROOM WITH SHOWER AND WC. GAS CENTRAL HEATING, FULLY INSULATED AND DOUBLE GLAZED. REQUIRE A SINGLE OR COUPLE IN FULL TIME WORKING PROFESSIONAL",Double Room Close To North Harrow Tube Station,https://www.gumtree.com/p/property-to-rent/double-room-close-to-north-harrow-tube-station/1280798969,[500.0],easy,https://i.ebayimg.com/00/s/NDUwWDYwMA==/z/2isAAOSwVtZaRO6j/$_86.JPG,umair-ThinkPad-T420,properties,,,"Harrow, London","[datetime.datetime(2017, 12, 28, 18, 18, 10, 951596)]"
"- No Agent Fees - Property Reference Number: 321771 Beautifully presented bright and airy two bedroom, two bathroom apartment in a period conversion.  Apartment has own front door, terrace, secure parking and is minutes away from public transport tram/bus and the vibrant bars and shops of Beach Rd/Barlow Moor Rd.  Available from January, furnished or unfurnished. Summary & Exclusions: - Rent Amount: £1,100.00 per month (£253.85 per week) - Deposit / Bond: £1,100.00 - 2 Bedrooms - 2 Bathrooms - Property comes unfurnished - Available to move in fromJanuary, 2018 - Minimum tenancy term is 6 months - Maximum number of tenants is 2 - No DSS / Housing Benefit Applicants - Students welcome to enquire - Pets considered / by arrangement - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access If calling, please quote reference: 321771 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321771 Agent: OpenRent Agent Ref: Reference_Number_321771","2 Bedroom Flat In Cranbourne Terrace, Manchester, M21 (2 Bed)",https://www.gumtree.com/p/property-to-rent/2-bedroom-flat-in-cranbourne-terrace-manchester-m21-2-bed-/1280188797,[1100.0],easy,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/kNIAAOSwh1paOlkM/$_86.JPG,umair-ThinkPad-T420,properties,,,"Chorlton, Manchester","[datetime.datetime(2017, 12, 28, 18, 18, 11, 13893)]"
"A luxury 2 double bedroom apartment in this sought after portered block, conveniently located in the heart of Golders Green, close to the tube, shops and Golders Hill Park. The property benefits from: Sitting/dining room, modern kitchen with integrated appliances, bathroom, gas central heating, security entry phone access, communal gardens, allocated parking space. Furnished. Agent: Bellgrange Estates Agent Ref: BG006645","2 Bedroom Flat In Chandos Way, Golders Green, Nw1",https://www.gumtree.com/p/property-to-rent/2-bedroom-flat-in-chandos-way-golders-green-nw1/1276437821,[485.0],easy,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/tRoAAOSwm3paE~4D/$_86.JPG,umair-ThinkPad-T420,properties,,,"Golders Green, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 143614)]"
"- No Agent Fees - Property Reference Number: 321892 * One bedroomed first floor flat * Double glazed windows * Electric heaters * Dedicated parking space * Communal garden * Walking distance to Coleford town centre * Strictly no pets * Council Tax Banding ""A"" £1121.35 per year * References (£20.00 per person) * Deposit required £790.00 * Deposit Guard tenancy deposit scheme used cost £17.95 * Available from 19th January 2018 * Must be 18+ PLEASE NOTE THAT VIEWINGS WILL NOT BE AVAILABLE UNTIL AFTER 18TH JANUARY 2018 AS TENANT STILL RESIDING.  THANK YOU Summary & Exclusions: - Rent Amount: £395.00 per month (£91.15 per week) - Deposit / Bond: £790.00 - 1 Bedrooms - 1 Bathrooms - Property comes unfurnished - Available to move in from 19 January, 2018 - Minimum tenancy term is 6 months - Maximum number of tenants is 2 - No DSS / Housing Benefit Applicants - No Students - No Pets, sorry - No Smokers - Not Suitable for Families / Children - Bills not included - Property has parking - Property has garden access - EPC Rating: D If calling, please quote reference: 321892 Fees: You will not be charged any admin fees. Referencing for tenants only costs £20 each, if requested by the landlord for this property. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. OpenRent Ref: 321892 Agent: OpenRent Agent Ref: Reference_Number_321892","1 Bedroom Flat In Fairways Avenue, Coleford, Gl16 (1 Bed)",https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-in-fairways-avenue-coleford-gl16-1-bed-/1280207287,[395.0],easy,https://i.ebayimg.com/00/s/NjI4WDYzOA==/z/~vYAAOSw~RVaOn1J/$_86.JPG,umair-ThinkPad-T420,properties,,,"Coleford, Gloucestershire","[datetime.datetime(2017, 12, 28, 18, 18, 11, 220776)]"
2 bedroom house at dagenham  Very good location  All amenities near   Train station and bus stop few mins walk   two big room  Nice and clean kitchen.  Nice and clean bathroom  Please call us to book view  02082570710   07429148981  Ale estate,Beautiful 2 Bedroom House At Dagenham,https://www.gumtree.com/p/property-to-rent/beautiful-2-bedroom-house-at-dagenham-/1279176956,[1350.0],easy,https://www.gumtree.com/p/property-to-rent/beautiful-2-bedroom-house-at-dagenham-/1279176956,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 265949)]"
"Hi, Danish looking for a home in London. I'm mostly outside the home, since I spend most my time at work.  I'm easygoing, like to have a clean home and likes respectful household.",#Bed,https://www.gumtree.com/p/property-wanted/-bed/1280798985,,easy,https://www.gumtree.com/p/property-wanted/-bed/1280798985,umair-ThinkPad-T420,properties,,,"Barnet, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 283240)]"
Shop for rent Very cheap rent with rates Near to high street Big opportunity Please call us to book view 02082570710 07429148981,Shop For Rent At Stratford,https://www.gumtree.com/p/property-to-rent/shop-for-rent-at-stratford-/1270392732,[1200.0],easy,https://www.gumtree.com/static/1/resources/assets/rwd/images/orphans/a37b37d99e7cef805f354d47.noimage_thumbnail.png,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 360576)]"
2 bedroom flat Separate reception Three big rooms Nice and clean kitchen Big bathroom Please call me to book view 02082570710 07429148981 ,3 Bedroom Flat For Rent Ready To Move Walthamstow,https://www.gumtree.com/p/property-to-rent/3-bedroom-flat-for-rent-ready-to-move-walthamstow-/1271425751,[1500.0],easy,https://i.ebayimg.com/00/s/MTAyNFg1NzY=/z/0CAAAOSwh2RZ6GlF/$_86.JPG,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 407605)]"
1 bedroom flat at East ham Very cheap rent  Big reception  Big room  Separate kitchen and bathroom  Please call us to book view  02082570710 07429148981  ,1 Bedroom Flat At East Ham,https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-at-east-ham/1276733429,[1100.0],easy,https://www.gumtree.com/p/property-to-rent/1-bedroom-flat-at-east-ham/1276733429,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 541584)]"
One bedroom big house at Chadwel heath  One big room  Big reception  Garden   And drive way   Please call us to book view  02082570710  07429148981,1 Bed Flat Ready To Move In Chadwell Heath,https://www.gumtree.com/p/property-to-rent/1-bed-flat-ready-to-move-in-chadwell-heath-/1276717092,[975.0],easy,https://www.gumtree.com/p/property-to-rent/1-bed-flat-ready-to-move-in-chadwell-heath-/1276717092,umair-ThinkPad-T420,properties,,,"East London, London","[datetime.datetime(2017, 12, 28, 18, 18, 11, 617560)]"
